X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,UTM ZONE,UTM EASTING,UTM NORTHING,icon_url
-6.44475999806727,36.9947653560941,PV212,,,,,,"-1","0","-1",,,"29",727391.77,4097343.99,
-6.44388704696374,37.0011719714461,PV273,,,,,,"-1","0","-1",,,"29",727450.37,4098056.98,
-6.44408403125454,37.0011949609264,PV267,,,,,,"-1","0","-1",,,"29",727432.77,4098059.06,
-6.4439540217333,37.0012119857493,PV271,,,,,,"-1","0","-1",,,"29",727444.29,4098061.26,
-6.44658494060537,37.0209748513298,PV213,,,,,,"-1","0","-1",,,"29",727151.27,4100247.94,
-6.44121608144925,37.0326788712652,PV216,,,,,,"-1","0","-1",,,"29",727594.02,4101559.51,
-6.44093235808808,37.0289292984632,PV217,,,,,,"-1","0","-1",,,"29",727630.46,4101144.12,
-6.44248873031133,37.0259288381833,PV218,,,,,,"-1","0","-1",,,"29",727500.95,4100807.45,
-6.44231581904267,36.9830121116448,PV200,,,,,,"-1","0","-1",,,"29",727644.37,4096045.65,
